Número de artículo,Identificador del producto,Nombre,Nombre de visualización del código de barras,Variación,Cantidad Unidad Cantidad,Categoría,ID del proveedor,Permitir anulación de precio independientemente de los permisos,Deshabilitar reglas de precios,Solo permite que los artículos se vendan en números enteros,Vendido en una serie,Cantidad de la serie,Número de días que la serie debe usarse dentro de,¿Está el código de barras,Inactivo,Cantidad predeterminada al vender o recibir,Costo,Precio de venta,Precio promocional,Fecha de inicio de la promoción,Fecha de finalización de la promoción,"El precio incluye impuesto,",Es un servicio,Es favorito,Cantidad,Mínimo de productos,Nivel de Reposición,Descripción,descripción larga,Ventana emergente de información al agregar a la venta,Peso,Unidad de peso,Longitud,Ancho,Altura,Permitir descripción alterna,El artículo cuenta con un número de serie,Comisión,¿Porciento de comisión basado en ganancia?,Grupo de impuestos,Etiquetas,Días de vencimiento,Precio modificable mientras se realiza la venta,Fabricante,Ubicación en tienda,Artículo es de comercio electrónico,Id del artículo
103972,,_VARILLA COPER WEL 120 - Ref : 9909,,,,HOGAR-CONSTRUCCION,,,,,,,,y,y,,12825.0,17100,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 7 - PISO: 1,y,3960
103971,32741,VARILLA 9MM DISNACEROS,,,,HOGAR-CONSTRUCCION,MARIETA  VARILLAS DISNACEROS,,,,,,,y,,,13100.0,13000,,,,,,n,0.0,,,,,,,,,,,,,,,,VARILLA,,,,CASA VERDE,y,3959
103970,9908,VARILLA 9 MM BOGOTANA,,,,HOGAR-CONSTRUCCION,NANCY  CASTRO,,,,,,,y,,,9800.0,13500,,,,,,n,373.0,,,,,,,,,,,,,,,,VARILLA,,,,PARQUEADERO,y,3958
103969,,_VARILLA 8.5MM - Ref : V28046,,,,HOGAR-CONSTRUCCION,,,,,,,,y,y,,0.0,0,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,INEXISTENTE,y,3957
103968,V12,_VARILLA 5/8 PURA DIACO,,,,HOGAR-CONSTRUCCION,,,,,,,,y,y,,19913.0,26550,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3956
103967,251618,_VARILLA 15 MM,,,,HOGAR-CONSTRUCCION,,,,,,,,y,y,,18900.0,25200,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3955
103966,VA12,VARILLA 12 MM DISNACEROS,,,,HOGAR-CONSTRUCCION,MARIETA  VARILLAS DISNACEROS,,,,,,,y,,,23300.0,23000,,,,,,n,208.0,,,,,,,,,,,,,,,,VARILLA,,,,CASA VERDE,y,3954
103965,9907,_VARILLA 12 MM BOGOTANA,,,,HOGAR-CONSTRUCCION,PROVEEDORES  VARIOS,,,,,,,y,y,,20200.0,23500,,,,y,,n,4.0,10.0,2000.0,INACTIVO,,,,,,,,,,,,,,,,,CASA VERDE,y,3953
103964,10240,_VARILLA 11 MM BOGOTANA,,,,HOGAR-CONSTRUCCION,MARIETA  VARILLAS DISNACEROS,,,,,,,y,y,,12000.0,23600,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3952
103963,V13,VARILLA 1/2 PURA DISNACEROS,,,,HOGAR-CONSTRUCCION,MARIETA  VARILLAS DISNACEROS,,,,,,,y,,,20300.0,26500,,,,,,n,-148.0,,,,,,,,,,,,,,,,VARILLA,,,,CASA VERDE,y,3951
103962,9906,VARILLA 1/2 PURA BOGOTANA,,,,ULTIMO_SALDO,PROVEEDORES  VARIOS,,,,,,,y,,,23500.0,27000,,,,,,n,8.0,,,,,,,,,,,,,,,,VARILLA,,,,CASA VERDE,y,3950
103961,VA1/2,_VARILLA 1/2 PURA ADELCA,,,,HOGAR-CONSTRUCCION,,,,,,,,y,y,,13125.0,17500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3949
103960,2412,VALVULA TANQUE ALTO 1/2 GLO/CHEQUE,,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,13741.0,16500,,,,,,n,40.0,,,INACTIVO,,,,,,,,,,,,,VALVULA,,,,ESTANTE: 19 - PISO: 2,y,3948
103959,32675,"VALVULA POZUELO PLASTICA 2"" CARDENAS",,,,GRIFERIAS-ACCESORIOS,HIDROGRIFERIAS CARDENAS SAS,,,,,,,y,,,788.0,1700,,,,y,,n,65.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 20 - PISO: 2,y,3947
103958,3407,VALVULA POZUELO COMBINADA 3,,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,6813.0,8800,,,,y,,n,76.0,20.0,2000.0,,,,,,,,,,,,,,VALVULA,,,,ESTANTE: 20 - PISO: 2,y,3946
103957,1825,VALVULA POZUELO COMBINADA 2 1/2,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,,,3600.0,4800,,,,y,,n,167.0,20.0,2000.0,,,,,,,,,,,,,,VALVULA,,,,ESTANTE: 20 - PISO: 2,y,3945
103956,1824,VALVULA POZUELO COMBINADA 2,,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,3987.0,4900,,,,y,,n,174.0,20.0,2000.0,,,,,,,,,,,,,,VALVULA,,,,ESTANTE: 20 - PISO: 2,y,3944
103955,1823,VALVULA POZUELO COMBINADA 1 1/2,,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,3417.0,4100,,,,y,,n,122.0,20.0,2000.0,,,,,,,,,,,,,,VALVULA,,,,ESTANTE: 20 - PISO: 2,y,3943
103954,1822,VALVULA POZUELO BRONCE 3,,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,9633.0,11800,,,,y,,n,55.0,20.0,2000.0,,,,,,,,,,,,,,VALVULA,,,,ESTANTE: 20 - PISO: 2,y,3942
103953,1821,VALVULA POZUELO BRONCE 2 1/2,,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,4763.0,8750,,,,y,,n,123.0,20.0,2000.0,,,,,,,,,,,,,,VALVULA,,,,ESTANTE: 20 - PISO: 2,y,3941
103952,1820,VALVULA POZUELO BRONCE 2,,,,GRIFERIAS-ACCESORIOS,JOSE DANIEL RIVERA BURBANO,,,,,,,y,,,5500.0,6700,,,,y,,n,206.0,20.0,2000.0,,,,,,,,,,,,,,VALVULA,,,,ESTANTE: 20 - PISO: 2,y,3940
103951,1819,VALVULA POZUELO BRONCE 1 1/2,,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,5518.0,6500,,,,y,,n,130.0,20.0,2000.0,,,,,,,,,,,,,,VALVULA,,,,ESTANTE: 20 - PISO: 2,y,3939
103950,5334,"VALVULA POZUELO  PLASTICA 2 - 1/2"" (X2 UND)",,,,GRIFERIAS-ACCESORIOS,DISTRIBUCIONES HOYOSTOOLS S.A.,,,,,,,y,,,1275.0,1700,,,,,,n,38.0,20.0,2000.0,,,,,,,,,,,,,,VALVULA,,,,ESTANTE: 20 - PISO: 2,y,3938
103949,9905,VALVULA CAMPANA PARA OLLA EXPRESS,,,,HERRAMIENTAS-ACCESORIOS,SERVI  OSTER,,,,,,,y,,,1900.0,2800,,,,,,n,6.0,20.0,2000.0,,,,,,,,,,,,,,"VALVULA,OLLA EXPRES",,,,ESTANTE: 35- PISO: 3,y,3937
103948,2536,UNION TV COAXIAL NIPPON/BRINK  (x 100und),,,,CABLES-ELECTRICOS,OSBLACK IMPORTACIONES Y EXPORTACIONES,,,,,,,y,,,263.0,350,,,,,,n,2288.0,20.0,2000.0,,,,,,,,,,,,,,COAXIAL,,,,ESTANTE: 14 - PISO: 2,y,3936
103947,78965,"UNION SANITARIA DE 6""",,,,GRIFERIAS-ACCESORIOS,HERAPLAS,,,,,,,y,,,10597.0,13300,,,,y,,n,51.0,20.0,2000.0,,,,,,,,,,,,,,UNION SANITARIA,,,,CASA VERDE,y,3935
103946,9904,UNION SANITARIA 4,,,,GRIFERIAS-ACCESORIOS,HERAPLAS,,,,,,,y,,,2920.0,3700,,,,y,,n,95.0,20.0,2000.0,,,,,,,,,,,,,,UNION SANITARIA,,,,CASA VERDE,y,3934
103945,9903,UNION SANITARIA 3,,,,GRIFERIAS-ACCESORIOS,WILLINTON  TUBOS,,,,,,,y,,,1850.0,2200,,,,y,,n,1085.0,20.0,2000.0,,,,,,,,,,,,,,UNION SANITARIA,,,,CASA VERDE,y,3933
103944,9902,UNION SANITARIA 2,,,,GRIFERIAS-ACCESORIOS,HERAPLAS,,,,,,,y,,,907.0,1150,,,,y,,n,6592.0,20.0,2000.0,,,,,,,,,,,,,,UNION SANITARIA,,,,CASA VERDE,y,3932
103943,,"_UNION SANITARIA 1"" - Ref : 4854",,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,675.0,900,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3931
103942,9901,UNION SANITARIA 1 1/2,,,,GRIFERIAS-ACCESORIOS,HERAPLAS,,,,,,,y,,,858.0,900,,,,y,,n,8846.0,20.0,2000.0,,,,,,,,,,,,,,UNION SANITARIA,,,,CASA VERDE,y,3930
103941,,_UNION REPARACION DE 8 - Ref : 16041,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,167925.0,223900,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3929
103940,,"_UNION REPARACION 2"" - Ref : 16042",,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,15150.0,20200,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3928
103939,10356,UNION RAPIDA MANGUERA 1/2,,,,GRIFERIAS-ACCESORIOS,RAMBAL  L,,,,,,,y,,,1450.0,1450,,,,y,,n,27.0,20.0,2000.0,,,,,,,,,,,,,,,,,,ESTANTE: 19 - PISO: 2,y,3927
103938,UP4,_UNION PRESION 4,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,20475.0,27300,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3926
103937,P54985,PINTURA_T2 PINTATEC GRIS NUBE-CUÑETE,,,,PINTURAS,INDUSTRIAS  PROQUIMITEC,,,,,,,y,,,115745.0,130000,,,,,,n,1.0,,,,,,,,,,,,,,,,PINTURA T2,,,,CASA VERDE,y,3925
103936,16057,"_UNION PRESION 3""",,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,7388.0,9850,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3924
103935,999997,_UNION PRESION 2,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,1238.0,1650,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3923
103934,17091,_UNION PRESION 1 1/2,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,938.0,1250,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3922
103933,17095,_UNION PRESION 1,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,338.0,450,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3921
103932,5788,_UNION PF DE 1/2,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,2481.0,3308,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3920
103931,,_UNION LISA 1/2 - Ref : 108,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,203.0,270,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3919
103930,05854,_UNION DE REPARACION FIJA PARA DUCHA,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,1875.0,2500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3918
103929,U05855,_UNION DE REPARACION MIXTA O LARGA,,,,GRIFERIAS-ACCESORIOS,,,,,,,,y,y,,1875.0,2500,,,,,,n,0.0,,,INACTIVO,,,,,,,,,,,,,,,,,ESTANTE: 0 - PISO: 0,y,3917
